#####################################################################
# Alchemist log file - simulation started at: 2025-04-29T08:50+0000 #
#####################################################################
#
# seed = 2.0, areas = 5, lossThreshold = 40.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.84 2.84 2.84 0.00 2.186960220336914 2.186960220336914 2.186960220336914 0.0 0.265625 0.265625 0.265625 0.0
1.1 56.0 0.3185909026308083 0.0 2.675586080993468 2.299027379425957 0.4794760794760795 1.34 2.87 2.69 0.0446 0.9637270569801331 3.894187569618225 2.2451861979705945 0.4379032394723585 0.21875 0.75 0.4771785134508349 0.02112922687090459
2.1 19.0 0.4210520755700152 3.0 1.4042074955996047 1.2786109429046733 0.7429088272838273 1.04 1.68 1.42 0.0263 0.7213175296783447 2.5157138109207153 1.247928686439991 0.18320994048846617 0.5625 0.859375 0.733342271567718 0.006039673896772493
3.1 7.0 0.6207895309616239 0.0 0.8260265517111411 0.909632315369316 0.7849747474747475 0.601 1.10 0.837 0.0200 0.4675748944282532 1.9007492065429688 0.8939428063375608 0.0986803731539617 0.609375 0.90625 0.7776517567254174 0.004492119356800844
4.1 7.0 0.6648621277201981 0.0 0.8492209429885269 0.903544026504731 0.7953494422244423 0.480 1.54 0.857 0.0528 0.38925161957740784 2.3697274923324585 0.8844979841794286 0.14670308595411677 0.609375 0.90625 0.7887182571892394 0.0033815610967394124
5.1 6.0 0.7678562922416655 0.0 0.5977276875556942 0.7389556145658767 0.8116864038739038 0.312 1.02 0.609 0.0246 0.331234872341156 1.8345474004745483 0.7286468472863946 0.08014236715061038 0.6875 0.90625 0.8054085980983302 0.0033243694736119498
6.1 6.0 0.9211562370922168 0.0 0.4696696214229513 0.6601522113327738 0.8214259698634698 0.217 0.777 0.481 0.0171 0.3134598433971405 1.6077338457107544 0.6528228180749076 0.05770731238361397 0.703125 0.921875 0.8154496173469388 0.002872337103352194
7.1 5.0 0.5199035235386119 0.0 0.5768210815806187 0.6824691231308455 0.8235094766344766 0.266 0.883 0.589 0.0213 0.2931319773197174 1.6104769706726074 0.6739444695413113 0.06139028291833547 0.671875 0.90625 0.8180984751855288 0.002695515207634737
8.1 3.0 0.6889220531266946 0.0 0.45234661920480984 0.6202362574705578 0.8323195901320901 0.200 0.708 0.465 0.0155 0.2888832688331604 1.4986431002616882 0.6134070128734622 0.049299263940750404 0.703125 0.921875 0.8270234230055659 0.00275626617318737
9.1 3.0 0.7666193619122357 0.0 0.377020917070823 0.586888880590869 0.8357215700965701 0.146 0.602 0.388 0.0128 0.2956123352050781 1.445330023765564 0.5807114424450057 0.043960258858397015 0.6875 0.921875 0.8311615839517625 0.0027613259093366466
10.1 3.0 0.5016655437781445 0.0 0.48186301592914826 0.5952811698062608 0.8427686896436896 0.192 0.730 0.496 0.0169 0.2627645432949066 1.4615839123725891 0.5917128388370786 0.045120277389871434 0.6875 0.9375 0.8364556760204082 0.0031803055792713436
11.1 3.0 0.6598832641507719 0.0 0.3931111936238234 0.564702403027668 0.8458081848706849 0.138 0.610 0.406 0.0134 0.2770390510559082 1.4211547374725342 0.5606580866234643 0.04080574190803063 0.71875 0.9375 0.8409199617346939 0.0026951118833200105
12.1 3.0 0.8410773792433837 0.0 0.331432308777133 0.549838028253878 0.8463177447552447 0.102 0.560 0.344 0.0114 0.2824380695819855 1.3992000818252563 0.5451216013836009 0.03984040756199263 0.71875 0.9375 0.8422715677179963 0.0025553772947410143
13.1 3.0 0.5407760710172534 0.0 0.4398524147425687 0.5551266942589644 0.8470550283050283 0.110 0.721 0.458 0.0211 0.2521199584007263 1.3698365688323975 0.5554901893649783 0.03767864459210388 0.703125 0.9375 0.840775017393321 0.0031309778711702857
14.1 3.0 0.6810809996551779 0.0 0.36122395938779434 0.5363167902310213 0.8523851148851149 0.110 0.607 0.377 0.0162 0.264598548412323 1.3508169651031494 0.534852996468544 0.03619239330908754 0.71875 0.9375 0.8478011943413729 0.0024187406748765964
15.1 3.0 0.8657606211079386 0.0 0.30679027382980545 0.5309852368955158 0.8508727383727385 0.0809 0.560 0.321 0.0136 0.26731011271476746 1.3413333892822266 0.5276650244902287 0.0367646168650286 0.734375 0.9375 0.8471525684137291 0.0025135385068472257
16.1 4.0 0.4918277818808027 0.0 0.4160624044741296 0.5333213508182049 0.851470578033078 0.130 0.721 0.436 0.0233 0.2403588593006134 1.3296061754226685 0.5361860343920333 0.036420493526022474 0.703125 0.9375 0.8451450892857143 0.00311158824993124
17.1 13.0 0.6745944503982161 0.0 0.34228541304136434 0.5215394501914551 0.8569314366189366 0.0916 0.607 0.360 0.0186 0.2460024505853653 1.3169916868209839 0.521867693135781 0.03495914384249564 0.71875 0.9375 0.8521205357142857 0.002492210514406269
18.1 4.0 0.8597668336243519 0.0 0.29019693124057466 0.5209961847112596 0.8553852397602398 0.0678 0.560 0.306 0.0152 0.25403472781181335 1.3158527612686157 0.5187918225835476 0.03623052939896154 0.734375 0.9375 0.8511928919294991 0.002596615147053307
19.1 8.0 0.5254892056874865 0.0 0.3728901424135474 0.5019543791124248 0.8557773823398824 0.110 0.607 0.392 0.0161 0.2270500361919403 1.2881251573562622 0.5041769854724407 0.03297172569120195 0.734375 0.9375 0.8495151611781075 0.0030458882057257824
20.1 6.0 0.7297833660895762 0.0 0.3080030937420587 0.4983929764415304 0.8603930791430792 0.0771 0.560 0.325 0.0134 0.2350875586271286 1.2776954770088196 0.49823051345135483 0.03260457487846977 0.734375 0.9375 0.8556064471243042 0.002411625064959708
21.1 6.0 0.9111101054052115 0.0 0.2630038148822599 0.5019602675149266 0.8593607781107779 0.0559 0.560 0.278 0.0119 0.24744051694869995 1.2798738479614258 0.49983951436089613 0.033593614890983614 0.75 0.9375 0.8548636073747681 0.002519900784806869
22.1 6.0 0.6018624163423889 0.0 0.34282994209849216 0.4740903333016381 0.8688273532023534 0.0967 0.588 0.359 0.0141 0.2162265032529831 1.2711025476455688 0.4736473932862282 0.03230855198187231 0.75 0.9375 0.8645785018552876 0.0022881522084657628
23.1 5.0 0.798071846892572 0.0 0.2828336614321552 0.4775173500343993 0.8671408452658452 0.0661 0.560 0.298 0.0124 0.22300267219543457 1.2612665295600891 0.4756521146212306 0.032447775995872716 0.78125 0.9375 0.8634189471243042 0.001915019996843053
24.1 5.0 0.9398560005117433 0.0 0.2413179224772067 0.4873026866933484 0.8621189574314574 0.0475 0.560 0.255 0.0116 0.2381201684474945 1.265202820301056 0.4837684532893555 0.03496731330897932 0.765625 0.9375 0.8579328038033395 0.0021043727410415838
25.1 5.0 0.658767385626697 0.0 0.3174019945699683 0.4565603113510869 0.8718253968253968 0.0823 0.560 0.332 0.0123 0.20708364248275757 1.2497398257255554 0.4553693691268563 0.032072877636366674 0.75 0.922077922077922 0.8682528409090909 0.0020873815678952834
26.1 5.0 0.8460428525855705 0.0 0.26133667326752186 0.4627784352667298 0.8692527958152958 0.0632 0.560 0.275 0.0115 0.21376636624336243 1.2347957491874695 0.4603770698553749 0.032564126414163015 0.765625 0.9375 0.8659301078385899 0.002103970312468341
27.1 5.0 1.01833005274013 0.0 0.22228853590291697 0.4759932520332592 0.86684946997447 0.0458 0.560 0.235 0.0109 0.23091848194599152 1.2427316308021545 0.4717690717162831 0.035730584612850745 0.765625 0.9375 0.8635602678571429 0.0020310379178290166
28.1 5.0 0.7153295243652045 0.0 0.29693087963367315 0.44359584445825806 0.8709330599955599 0.0736 0.560 0.311 0.0115 0.1995115429162979 1.2476804852485657 0.441272057858961 0.03285496554883199 0.734375 0.953125 0.8682564645176252 0.0020566044653869144
29.1 5.0 0.8985875615543681 0.0 0.24313231803631258 0.45214755468484846 0.8704410173160172 0.0572 0.560 0.256 0.0106 0.20718860626220703 1.2267796993255615 0.4490073242091707 0.033836061977736365 0.765625 0.9375 0.8671875 0.002088823150174795
30.1 5.0 1.065559704124122 0.0 0.20618967893582613 0.4672348641431422 0.867380883005883 0.0426 0.560 0.219 0.0109 0.22673062980175018 1.2328097224235535 0.4624033633486501 0.03715567707899345 0.765625 0.9375 0.8643538381261595 0.0019723330664726075
31.1 5.0 0.7404867673970909 0.0 0.2832218748187645 0.4354986560741333 0.8729728604728605 0.0666 0.560 0.297 0.0112 0.19214893877506256 1.2486296892166138 0.4320819341976728 0.03337565723606787 0.75 0.922077922077922 0.870162482606679 0.001907778648886519
