Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.7675442261557183,1549.799334526062,0.0
1.0,0.4535803261910561,2076.7907751401267,0.0
2.0,0.38520071080421786,2165.7740745544434,0.0
3.0,0.3492257681483823,2108.0230746269226,0.0
4.0,0.32153946042297976,2082.8924366633096,0.0
5.0,0.2990338407149326,2048.9590651194253,0.0
6.0,0.28004229180595974,2018.416883468628,0.0
7.0,0.2621593893049715,2005.5474177996318,0.0
8.0,0.2470532901308662,1994.8214243253071,0.0
9.0,0.23507686863028476,1968.6454572677612,0.0
10.0,0.22344560497992924,1957.5932358105977,0.0
11.0,0.2121452332851523,1951.1166960398357,0.0
12.0,0.20250261890808727,1953.1129155158997,0.0
13.0,0.1942113833588356,1947.7344862620037,0.0
14.0,0.18699894136622575,1930.529094696045,0.0
15.0,0.17850616225604043,1939.6023389498393,0.0
16.0,0.17188095272233736,1930.5829102198284,0.0
17.0,0.16553898779932097,1929.204628944397,0.0
18.0,0.15977990469389267,1931.8535879453023,0.0
19.0,0.1555008177827964,1945.1988457043965,0.0
20.0,0.1494139697685713,1935.7630829811096,0.0
21.0,0.1449200653000553,1940.0862560272217,0.0
22.0,0.1407724437711163,1939.1200137138367,0.0
23.0,0.1371213729642322,1932.155872186025,0.0
24.0,0.13308660658562865,1945.2914067904155,0.0
25.0,0.12941945451321482,1947.3910088539124,0.0
26.0,0.1265750812600453,1955.9236820538838,0.0
27.0,0.12415739701954534,1948.2775052388508,0.0
28.0,0.12065287218870034,1950.8153597513835,0.0
29.0,0.11702770193832057,1959.940957069397,0.0
